year,Tm,Attendance,Attend/G,W,L
1989,Montreal Expos,"1,789,073","22,087",81.0,81.0
1989,New York Mets,"2,916,960","36,924",87.0,75.0
1989,New York Yankees,"2,196,200","29,283",74.0,87.0
1989,Oakland Athletics,"2,671,641","32,983",99.0,63.0
1989,Philadelphia Phillies,"1,861,985","25,162",67.0,95.0
1989,Pittsburgh Pirates,"1,374,421","17,621",74.0,88.0
1989,San Diego Padres,"2,108,158","26,352",89.0,73.0
1989,San Francisco Giants,"2,080,296","26,333",92.0,70.0
1989,Seattle Mariners,"1,295,433","15,993",73.0,89.0
1989,St. Louis Cardinals,"3,099,147","37,794",86.0,76.0
1989,Texas Rangers,"2,042,604","25,856",83.0,79.0
1989,Kansas City Royals,"2,475,368","30,942",92.0,70.0
1989,Houston Astros,"1,863,215","23,003",86.0,76.0
1989,Atlanta Braves,"1,034,808","13,439",63.0,97.0
1989,Baltimore Orioles,"2,539,245","32,554",87.0,75.0
1989,Detroit Tigers,"1,543,620","19,539",59.0,103.0
1989,Cleveland Indians,"1,285,635","16,697",73.0,89.0
1989,Cincinnati Reds,"1,979,440","25,056",75.0,87.0
1989,Chicago White Sox,"1,045,646","13,406",69.0,92.0
1989,Chicago Cubs,"2,491,932","30,765",93.0,69.0
1989,Boston Red Sox,"2,512,069","31,798",83.0,79.0
1990,Atlanta Braves,"1,009,748","13,286",65.0,97.0
1990,Baltimore Orioles,"2,420,997","30,646",76.0,85.0
1990,Boston Red Sox,"2,512,898","31,411",88.0,74.0
1990,Cincinnati Reds,"2,407,563","30,866",91.0,71.0
1990,Detroit Tigers,"1,470,157","18,610",79.0,83.0
1990,New York Yankees,"2,006,436","25,080",67.0,95.0
1990,Pittsburgh Pirates,"2,051,806","26,305",95.0,67.0
1990,Philadelphia Phillies,"1,992,124","25,872",77.0,85.0
1990,New York Mets,"2,733,555","35,501",91.0,71.0
1990,Texas Rangers,"2,057,917","25,406",83.0,79.0
1990,Seattle Mariners,"1,509,714","18,638",77.0,85.0
1990,San Francisco Giants,"2,001,105","25,014",85.0,77.0
1990,San Diego Padres,"1,894,172","23,977",75.0,87.0
1990,St. Louis Cardinals,"2,573,275","31,769",70.0,92.0
1990,Milwaukee Brewers,"1,775,008","22,468",74.0,88.0
1990,Minnesota Twins,"1,754,348","21,929",74.0,88.0
1990,Chicago White Sox,"2,002,359","25,346",94.0,68.0
1990,Chicago Cubs,"2,243,394","29,135",77.0,85.0
1990,Cleveland Indians,"1,228,031","16,374",77.0,85.0
1990,Houston Astros,"1,313,560","16,217",75.0,87.0
1990,Kansas City Royals,"2,244,536","28,776",75.0,86.0
1990,Los Angeles Dodgers,"3,002,950","37,073",86.0,76.0
1990,California Angels,"2,558,640","31,588",80.0,82.0
1990,Toronto Blue Jays,"3,884,384","47,955",86.0,76.0
1990,Oakland Athletics,"2,903,203","36,290",103.0,59.0
1990,Montreal Expos,"1,421,391","17,548",85.0,77.0
1991,San Diego Padres,"1,803,929","22,271",84.0,78.0
1991,Houston Astros,"1,196,152","14,767",65.0,97.0
1991,Detroit Tigers,"1,659,472","20,743",84.0,78.0
1991,Cleveland Indians,"1,051,863","13,315",57.0,105.0
1991,Cincinnati Reds,"2,372,377","29,655",74.0,88.0
1991,Chicago White Sox,"2,968,154","36,644",87.0,75.0
1991,San Francisco Giants,"1,737,489","21,450",75.0,87.0
1991,Seattle Mariners,"2,109,966","26,049",83.0,79.0
1991,Atlanta Braves,"2,140,217","27,439",94.0,68.0
1991,Baltimore Orioles,"2,551,102","32,292",67.0,95.0
1991,Boston Red Sox,"2,595,356","32,041",84.0,78.0
1991,Toronto Blue Jays,"4,001,526","49,402",91.0,71.0
1991,Texas Rangers,"2,297,718","29,085",85.0,77.0
1991,St. Louis Cardinals,"2,449,537","29,872",84.0,78.0
1991,Chicago Cubs,"2,311,520","28,537",77.0,83.0
1991,Pittsburgh Pirates,"2,073,028","24,976",98.0,64.0
1991,Philadelphia Phillies,"2,049,958","24,698",78.0,84.0
1991,Oakland Athletics,"2,713,193","33,496",84.0,78.0
1991,New York Yankees,"1,863,729","23,894",71.0,91.0
1991,New York Mets,"2,263,729","29,022",77.0,84.0
1991,Montreal Expos,"978,045","14,598",71.0,90.0
1991,Minnesota Twins,"2,293,842","28,319",95.0,67.0
1991,Milwaukee Brewers,"1,478,814","18,719",83.0,79.0
1991,Los Angeles Dodgers,"3,346,630","41,316",93.0,69.0
1991,Kansas City Royals,"2,161,527","27,019",82.0,80.0
1991,California Angels,"2,416,146","29,829",81.0,81.0
1992,Montreal Expos,"1,731,566","21,645",87.0,75.0
1992,Minnesota Twins,"2,482,188","30,644",90.0,72.0
1992,Milwaukee Brewers,"1,857,351","23,511",92.0,70.0
1992,New York Mets,"1,779,534","23,415",72.0,90.0
1992,Kansas City Royals,"1,867,689","23,642",72.0,90.0
1992,Houston Astros,"1,211,348","14,955",81.0,81.0
1992,Detroit Tigers,"1,423,963","18,256",75.0,87.0
1992,Cleveland Indians,"1,224,274","15,696",76.0,86.0
1992,Cincinnati Reds,"2,315,946","28,949",90.0,72.0
1992,Chicago White Sox,"2,681,156","33,101",86.0,76.0
1992,Chicago Cubs,"2,126,720","26,584",78.0,84.0
1992,Los Angeles Dodgers,"2,473,366","32,122",63.0,99.0
1992,Boston Red Sox,"2,469,489","31,660",73.0,89.0
1992,Baltimore Orioles,"3,569,534","44,619",89.0,73.0
1992,Atlanta Braves,"3,077,400","38,468",98.0,64.0
1992,Seattle Mariners,"1,651,367","20,387",64.0,98.0
1992,St. Louis Cardinals,"2,418,483","30,231",83.0,79.0
1992,Texas Rangers,"2,198,231","27,478",77.0,85.0
1992,Toronto Blue Jays,"4,028,318","49,732",96.0,66.0
1992,California Angels,"2,065,434","25,499",72.0,90.0
1992,San Diego Padres,"1,721,406","21,252",82.0,80.0
1992,San Francisco Giants,"1,561,218","19,762",72.0,90.0
1992,Pittsburgh Pirates,"1,834,523","22,648",96.0,66.0
1992,Philadelphia Phillies,"1,927,448","24,711",70.0,92.0
1992,Oakland Athletics,"2,494,160","30,792",96.0,66.0
1992,New York Yankees,"1,748,737","21,859",76.0,86.0
1993,Chicago White Sox,"2,581,061","32,672",94.0,68.0
1993,Atlanta Braves,"3,879,508","47,895",104.0,58.0
1993,Chicago Cubs,"2,643,428","33,043",84.0,78.0
1993,Boston Red Sox,"2,422,054","30,276",80.0,82.0
1993,Baltimore Orioles,"3,643,768","45,547",85.0,77.0
1993,Pittsburgh Pirates,"1,652,922","20,923",75.0,87.0
1993,Philadelphia Phillies,"3,137,512","39,219",97.0,65.0
1993,Oakland Athletics,"2,029,063","25,684",68.0,94.0
1993,New York Yankees,"2,416,837","30,210",88.0,74.0
1993,New York Mets,"1,873,115","23,710",59.0,103.0
1993,Montreal Expos,"1,641,438","20,265",94.0,68.0
1993,Minnesota Twins,"2,054,523","25,364",71.0,91.0
1993,Milwaukee Brewers,"1,695,077","21,732",69.0,93.0
1993,Los Angeles Dodgers,"3,164,720","39,071",81.0,81.0
1993,Kansas City Royals,"1,941,889","24,274",84.0,78.0
1993,Houston Astros,"2,081,506","25,698",85.0,77.0
1993,Florida Marlins,"3,066,756","38,334",64.0,98.0
1993,Detroit Tigers,"1,971,401","24,338",85.0,77.0
1993,Colorado Rockies,"4,483,203","56,749",67.0,95.0
1993,Cleveland Indians,"2,177,908","27,224",76.0,86.0
1993,Cincinnati Reds,"2,454,428","31,069",73.0,89.0
1993,St. Louis Cardinals,"2,840,533","35,068",87.0,75.0
1993,California Angels,"2,063,049","25,470",71.0,91.0
1993,Toronto Blue Jays,"4,057,747","50,096",95.0,67.0
1993,Texas Rangers,"2,252,616","28,514",86.0,76.0
1993,Seattle Mariners,"2,052,425","25,339",82.0,80.0
1993,San Francisco Giants,"2,604,635","32,156",103.0,59.0
1993,San Diego Padres,"1,375,432","17,193",61.0,101.0
1994,Chicago White Sox,"1,697,448","32,027",,
1994,Colorado Rockies,"3,281,464","58,598",53.0,64.0
1994,Atlanta Braves,"2,534,240","46,930",68.0,46.0
1994,Cincinnati Reds,"1,897,591","31,627",,
1994,Cleveland Indians,"1,995,474","39,127",,
1994,Detroit Tigers,"1,184,783","20,786",53.0,62.0
1994,Chicago Cubs,"1,845,278","31,815",,
1994,Boston Red Sox,"1,775,541","29,107",54.0,61.0
1994,Baltimore Orioles,"2,535,359","46,951",63.0,49.0
1994,St. Louis Cardinals,"1,839,098","34,057",,
1994,Seattle Mariners,"1,102,288","25,052",49.0,63.0
1994,San Francisco Giants,"1,704,317","28,887",55.0,60.0
1994,San Diego Padres,"953,886","16,735",47.0,70.0
1994,Pittsburgh Pirates,"1,222,579","20,376",,
1994,Philadelphia Phillies,"2,289,963","39,482",54.0,61.0
1994,Oakland Athletics,"1,240,920","22,159",51.0,63.0
1994,New York Yankees,"1,681,507","29,500",70.0,43.0
1994,New York Mets,"1,152,161","22,157",55.0,58.0
1994,Montreal Expos,"1,276,250","24,543",74.0,40.0
1994,Minnesota Twins,"1,398,565","23,704",,
1994,Milwaukee Brewers,"1,268,398","22,650",,
1994,Los Angeles Dodgers,"2,280,140","41,457",58.0,56.0
1994,California Angels,"1,512,622","24,010",47.0,68.0
1994,Florida Marlins,"1,942,377","32,922",51.0,64.0
1994,Texas Rangers,"2,502,662","40,366",52.0,62.0
1994,Toronto Blue Jays,"2,907,949","49,287",55.0,60.0
1994,Houston Astros,"1,560,970","26,457",,
1994,Kansas City Royals,"1,400,581","24,572",,
1995,Milwaukee Brewers,"1,088,220","15,327",65.0,79.0
1995,New York Mets,"1,273,186","17,932",69.0,75.0
1995,Seattle Mariners,"1,640,379","22,471",79.0,66.0
1995,St. Louis Cardinals,"1,756,061","24,390",62.0,81.0
1995,Oakland Athletics,"1,174,441","16,541",67.0,77.0
1995,New York Yankees,"1,709,199","24,417",79.0,65.0
1995,Pittsburgh Pirates,"911,536","13,022",58.0,86.0
1995,San Diego Padres,"1,052,995","14,831",70.0,74.0
1995,San Francisco Giants,"1,231,591","17,105",67.0,77.0
1995,Philadelphia Phillies,"2,048,588","28,853",69.0,75.0
1995,Detroit Tigers,"1,180,979","16,634",60.0,84.0
1995,Florida Marlins,"1,697,414","24,249",67.0,76.0
1995,Houston Astros,"1,392,683","19,615",76.0,68.0
1995,Chicago Cubs,"1,917,546","27,008",73.0,71.0
1995,Chicago White Sox,"1,609,775","22,673",68.0,76.0
1995,Cincinnati Reds,"1,830,015","25,775",85.0,59.0
1995,Cleveland Indians,"2,842,722","40,038",100.0,44.0
1995,Colorado Rockies,"3,402,209","47,253",77.0,67.0
1995,Los Angeles Dodgers,"2,766,628","38,425",78.0,66.0
1995,Kansas City Royals,"1,237,203","17,674",70.0,74.0
1995,Toronto Blue Jays,"2,826,445","39,256",56.0,88.0
1995,Texas Rangers,"1,985,910","27,582",74.0,70.0
1995,California Angels,"1,748,797","24,289",78.0,67.0
1995,Boston Red Sox,"2,164,401","30,061",86.0,58.0
1995,Baltimore Orioles,"3,101,759","43,080",71.0,73.0
1995,Atlanta Braves,"2,564,492","35,618",90.0,54.0
1995,Montreal Expos,"1,308,618","18,175",66.0,78.0
1995,Minnesota Twins,"1,057,668","14,690",56.0,88.0
1996,Atlanta Braves,"2,898,806","35,788",96.0,66.0
1996,Pittsburgh Pirates,"1,322,079","16,950",73.0,89.0
1996,St. Louis Cardinals,"2,645,824","32,664",88.0,74.0
1996,Texas Rangers,"2,889,040","36,113",90.0,72.0
1996,Philadelphia Phillies,"1,796,354","23,030",67.0,95.0
1996,Oakland Athletics,"1,187,348","14,842",78.0,84.0
1996,New York Yankees,"2,255,051","28,911",92.0,70.0
1996,Houston Astros,"1,977,715","24,416",82.0,80.0
1996,Kansas City Royals,"1,436,006","17,950",75.0,86.0
1996,New York Mets,"1,582,648","20,290",71.0,91.0
1996,Montreal Expos,"1,618,571","19,982",88.0,74.0
1996,Minnesota Twins,"1,437,446","17,968",78.0,84.0
1996,Milwaukee Brewers,"1,327,150","17,015",80.0,82.0
1996,Los Angeles Dodgers,"3,188,454","39,364",90.0,72.0
1996,Chicago Cubs,"2,219,110","28,450",76.0,86.0
1996,Boston Red Sox,"2,315,349","28,585",85.0,77.0
1996,Baltimore Orioles,"3,654,764","45,121",88.0,74.0
1996,Seattle Mariners,"2,721,073","33,593",85.0,76.0
1996,Colorado Rockies,"3,906,328","48,226",83.0,79.0
1996,Cleveland Indians,"3,320,078","42,026",99.0,62.0
1996,Toronto Blue Jays,"2,559,910","31,604",74.0,88.0
1996,California Angels,"1,820,183","22,471",70.0,91.0
1996,San Diego Padres,"2,207,918","27,258",91.0,71.0
1996,San Francisco Giants,"1,418,722","17,734",68.0,94.0
1996,Florida Marlins,"1,753,706","21,921",80.0,82.0
1996,Detroit Tigers,"1,168,610","14,427",53.0,109.0
1996,Cincinnati Reds,"1,871,459","24,624",81.0,81.0
1996,Chicago White Sox,"1,666,025","21,089",85.0,77.0
1997,Anaheim Angels,"1,774,702","21,910",84.0,78.0
1997,Baltimore Orioles,"3,692,388","46,155",98.0,64.0
1997,Pittsburgh Pirates,"1,694,633","21,183",79.0,83.0
1997,San Diego Padres,"2,089,333","26,117",76.0,86.0
1997,Chicago White Sox,"1,865,052","23,911",80.0,81.0
1997,Toronto Blue Jays,"2,589,317","31,967",76.0,86.0
1997,Texas Rangers,"2,923,590","36,545",77.0,85.0
1997,St. Louis Cardinals,"2,654,568","32,772",73.0,89.0
1997,Seattle Mariners,"3,197,054","39,470",90.0,72.0
1997,San Francisco Giants,"1,696,583","21,207",90.0,72.0
1997,Cincinnati Reds,"1,790,058","22,376",76.0,86.0
1997,Cleveland Indians,"3,394,750","42,434",86.0,75.0
1997,Los Angeles Dodgers,"3,319,320","40,979",88.0,74.0
1997,Kansas City Royals,"1,526,638","19,826",67.0,94.0
1997,Houston Astros,"2,046,275","25,263",84.0,78.0
1997,Florida Marlins,"2,352,567","29,407",92.0,70.0
1997,Detroit Tigers,"1,395,413","17,663",79.0,83.0
1997,Colorado Rockies,"3,893,433","48,067",83.0,79.0
1997,Montreal Expos,"1,507,166","18,607",78.0,84.0
1997,New York Mets,"1,775,201","22,759",88.0,74.0
1997,New York Yankees,"2,581,043","33,090",96.0,66.0
1997,Oakland Athletics,"1,260,565","15,957",65.0,97.0
1997,Philadelphia Phillies,"1,490,542","19,358",68.0,94.0
1997,Minnesota Twins,"1,413,064","17,445",68.0,94.0
1997,Milwaukee Brewers,"1,450,029","18,590",78.0,83.0
1997,Boston Red Sox,"2,223,602","27,795",78.0,84.0
1997,Chicago Cubs,"2,189,948","27,721",68.0,94.0
1997,Atlanta Braves,"3,447,608","42,563",101.0,61.0
1998,Oakland Athletics,"1,232,363","15,600",74.0,88.0
1998,Philadelphia Phillies,"1,715,702","21,718",75.0,87.0
1998,Pittsburgh Pirates,"1,560,950","19,512",69.0,93.0
1998,San Diego Padres,"2,555,964","32,354",98.0,64.0
1998,San Francisco Giants,"1,925,634","24,070",89.0,74.0
1998,Anaheim Angels,"2,519,280","31,102",85.0,77.0
1998,Arizona Diamondbacks,"3,604,237","44,497",65.0,97.0
1998,Atlanta Braves,"3,361,350","41,498",106.0,56.0
1998,Baltimore Orioles,"3,684,560","45,488",79.0,83.0
1998,St. Louis Cardinals,"3,195,651","39,946",83.0,79.0
1998,Seattle Mariners,"2,651,511","32,735",76.0,85.0
1998,Tampa Bay Devil Rays,"2,425,759","29,948",63.0,99.0
1998,Texas Rangers,"2,927,409","36,141",88.0,74.0
1998,Toronto Blue Jays,"2,454,303","30,300",88.0,74.0
1998,Cincinnati Reds,"1,793,676","22,144",77.0,85.0
1998,Boston Red Sox,"2,343,930","29,299",92.0,70.0
1998,Colorado Rockies,"3,791,276","46,806",77.0,85.0
1998,Houston Astros,"2,450,451","30,631",102.0,60.0
1998,Florida Marlins,"1,750,395","22,157",54.0,108.0
1998,Detroit Tigers,"1,409,391","17,840",65.0,97.0
1998,Kansas City Royals,"1,494,875","18,922",72.0,89.0
1998,Minnesota Twins,"1,165,980","14,395",70.0,92.0
1998,Milwaukee Brewers,"1,811,548","22,931",74.0,88.0
1998,Los Angeles Dodgers,"3,089,222","38,139",83.0,79.0
1998,New York Mets,"2,287,942","29,714",88.0,74.0
1998,New York Yankees,"2,949,734","36,872",114.0,48.0
1998,Montreal Expos,"914,909","11,295",65.0,97.0
1998,Cleveland Indians,"3,467,299","42,806",89.0,73.0
1998,Chicago Cubs,"2,623,000","32,788",90.0,73.0
1998,Chicago White Sox,"1,391,146","17,609",80.0,82.0
1999,Cleveland Indians,"3,468,436","42,820",97.0,65.0
1999,Chicago White Sox,"1,338,851","17,616",75.0,86.0
1999,Philadelphia Phillies,"1,825,337","22,817",77.0,85.0
1999,Texas Rangers,"2,774,501","34,681",95.0,67.0
1999,Tampa Bay Devil Rays,"1,562,967","19,296",69.0,93.0
1999,Toronto Blue Jays,"2,163,486","26,710",84.0,78.0
1999,New York Yankees,"3,293,259","40,658",98.0,64.0
1999,New York Mets,"2,726,008","34,506",97.0,66.0
1999,Oakland Athletics,"1,434,632","17,712",87.0,75.0
1999,Boston Red Sox,"2,446,277","30,201",94.0,68.0
1999,Chicago Cubs,"2,813,854","36,075",67.0,95.0
1999,Houston Astros,"2,706,017","33,408",97.0,65.0
1999,Florida Marlins,"1,369,420","17,557",64.0,98.0
1999,Pittsburgh Pirates,"1,638,023","20,475",78.0,83.0
1999,Seattle Mariners,"2,915,908","35,999",79.0,83.0
1999,St. Louis Cardinals,"3,235,833","40,960",75.0,86.0
1999,San Francisco Giants,"2,078,365","25,659",86.0,76.0
1999,San Diego Padres,"2,523,538","31,155",74.0,88.0
1999,Colorado Rockies,"3,481,065","42,976",72.0,90.0
1999,Detroit Tigers,"2,026,491","25,018",69.0,92.0
1999,Cincinnati Reds,"2,061,324","25,138",96.0,67.0
1999,Anaheim Angels,"2,253,040","27,815",70.0,92.0
1999,Arizona Diamondbacks,"3,015,948","37,234",100.0,62.0
1999,Atlanta Braves,"3,284,901","40,554",103.0,59.0
1999,Baltimore Orioles,"3,432,099","42,901",78.0,84.0
1999,Kansas City Royals,"1,501,292","19,247",64.0,97.0
1999,Minnesota Twins,"1,202,829","14,850",63.0,97.0
1999,Milwaukee Brewers,"1,701,790","21,818",74.0,87.0
1999,Los Angeles Dodgers,"3,098,990","38,259",77.0,85.0
1999,Montreal Expos,"772,737","9,540",68.0,94.0
2000,Florida Marlins,"1,218,326","15,229",79.0,82.0
2000,Houston Astros,"3,056,139","37,730",72.0,90.0
2000,Colorado Rockies,"3,295,129","40,681",82.0,80.0
2000,Cleveland Indians,"3,456,278","42,670",90.0,72.0
2000,San Francisco Giants,"3,315,330","40,930",97.0,65.0
2000,Texas Rangers,"2,800,075","35,001",71.0,91.0
2000,Seattle Mariners,"3,148,317","38,868",91.0,71.0
2000,St. Louis Cardinals,"3,336,493","41,191",95.0,67.0
2000,Detroit Tigers,"2,533,753","31,281",79.0,83.0
2000,Kansas City Royals,"1,677,915","20,715",77.0,85.0
2000,Los Angeles Dodgers,"3,011,539","37,179",86.0,76.0
2000,Cincinnati Reds,"2,594,132","31,636",85.0,77.0
2000,Chicago White Sox,"1,971,446","24,339",95.0,67.0
2000,Chicago Cubs,"2,789,511","34,869",65.0,97.0
2000,Boston Red Sox,"2,585,895","31,925",85.0,77.0
2000,Baltimore Orioles,"3,297,031","40,704",74.0,88.0
2000,Atlanta Braves,"3,234,304","39,930",95.0,67.0
2000,Arizona Diamondbacks,"2,942,251","36,324",85.0,77.0
2000,Anaheim Angels,"2,066,982","25,518",82.0,80.0
2000,Tampa Bay Devil Rays,"1,549,592","19,370",69.0,92.0
2000,San Diego Padres,"2,423,142","29,915",76.0,86.0
2000,Toronto Blue Jays,"1,819,919","22,468",83.0,79.0
2000,Philadelphia Phillies,"1,612,769","20,160",65.0,97.0
2000,New York Mets,"2,820,530","36,161",94.0,68.0
2000,New York Yankees,"3,227,657","40,346",87.0,74.0
2000,Milwaukee Brewers,"1,573,621","19,919",73.0,89.0
2000,Montreal Expos,"926,272","11,435",67.0,95.0
2000,Minnesota Twins,"1,059,415","13,079",69.0,93.0
2000,Pittsburgh Pirates,"1,748,908","22,138",69.0,93.0
2000,Oakland Athletics,"1,728,885","21,344",91.0,70.0
2001,Kansas City Royals,"1,536,101","18,964",65.0,97.0
2001,Houston Astros,"2,906,277","35,880",93.0,69.0
2001,Detroit Tigers,"1,920,995","24,012",66.0,96.0
2001,Los Angeles Dodgers,"3,017,143","37,249",86.0,76.0
2001,Florida Marlins,"1,261,216","15,765",76.0,86.0
2001,Tampa Bay Devil Rays,"1,227,383","15,153",62.0,100.0
2001,Chicago White Sox,"1,766,172","22,077",83.0,79.0
2001,Chicago Cubs,"2,779,465","35,183",88.0,74.0
2001,Boston Red Sox,"2,625,333","32,412",82.0,79.0
2001,Baltimore Orioles,"3,094,841","38,686",63.0,98.0
2001,Atlanta Braves,"2,823,494","34,858",88.0,74.0
2001,Arizona Diamondbacks,"2,735,821","33,776",92.0,70.0
2001,Anaheim Angels,"1,998,319","24,671",75.0,87.0
2001,Seattle Mariners,"3,512,326","43,362",116.0,46.0
2001,Philadelphia Phillies,"1,792,054","22,975",86.0,76.0
2001,San Francisco Giants,"3,311,000","40,877",90.0,72.0
2001,San Diego Padres,"2,378,148","29,727",79.0,83.0
2001,Pittsburgh Pirates,"2,435,868","30,834",62.0,100.0
2001,New York Yankees,"3,264,847","40,811",95.0,65.0
2001,Oakland Athletics,"2,133,477","26,339",102.0,60.0
2001,New York Mets,"2,658,330","32,819",82.0,80.0
2001,Montreal Expos,"642,743","7,935",68.0,94.0
2001,Texas Rangers,"2,831,111","34,952",73.0,89.0
2001,Minnesota Twins,"1,782,926","22,287",85.0,77.0
2001,Milwaukee Brewers,"2,811,040","34,704",68.0,94.0
2001,Toronto Blue Jays,"1,915,127","23,644",80.0,82.0
2001,St. Louis Cardinals,"3,109,578","38,390",93.0,69.0
2001,Cincinnati Reds,"1,879,757","23,794",66.0,96.0
2001,Cleveland Indians,"3,182,523","39,782",91.0,71.0
2001,Colorado Rockies,"3,168,579","39,118",73.0,89.0
2002,Milwaukee Brewers,"1,969,153","24,311",56.0,106.0
2002,Los Angeles Dodgers,"3,131,255","38,657",92.0,70.0
2002,Kansas City Royals,"1,323,036","17,182",62.0,100.0
2002,Houston Astros,"2,512,357","31,017",84.0,78.0
2002,Minnesota Twins,"1,924,354","23,757",94.0,67.0
2002,Chicago White Sox,"1,675,591","20,686",81.0,81.0
2002,Texas Rangers,"2,352,397","29,405",72.0,90.0
2002,Toronto Blue Jays,"1,638,170","20,224",78.0,84.0
2002,Detroit Tigers,"1,503,353","18,792",55.0,106.0
2002,Florida Marlins,"813,127","10,039",79.0,83.0
2002,Cleveland Indians,"2,621,940","32,370",74.0,88.0
2002,Colorado Rockies,"2,740,614","33,835",73.0,89.0
2002,Cincinnati Reds,"1,855,775","23,197",78.0,84.0
2002,Baltimore Orioles,"2,681,439","33,104",67.0,95.0
2002,Boston Red Sox,"2,650,859","32,727",93.0,69.0
2002,Chicago Cubs,"2,694,946","34,551",67.0,95.0
2002,Philadelphia Phillies,"1,618,467","20,487",80.0,81.0
2002,Oakland Athletics,"2,169,816","26,788",103.0,59.0
2002,New York Yankees,"3,465,807","43,323",103.0,58.0
2002,New York Mets,"2,804,838","35,959",75.0,86.0
2002,Montreal Expos,"812,537","10,031",83.0,79.0
2002,Seattle Mariners,"3,539,938","43,703",93.0,69.0
2002,Pittsburgh Pirates,"1,784,970","22,595",72.0,89.0
2002,San Diego Padres,"2,221,230","27,423",66.0,96.0
2002,St. Louis Cardinals,"3,011,756","37,182",97.0,65.0
2002,Tampa Bay Devil Rays,"1,065,742","13,157",55.0,106.0
2002,San Francisco Giants,"3,253,203","40,163",95.0,66.0
2002,Arizona Diamondbacks,"3,198,975","39,494",98.0,64.0
2002,Atlanta Braves,"2,603,484","32,142",101.0,59.0
2002,Anaheim Angels,"2,305,467","28,463",99.0,63.0
2003,Montreal Expos,"1,025,639","12,662",83.0,79.0
2003,New York Mets,"2,168,832","28,167",66.0,95.0
2003,Colorado Rockies,"2,334,175","28,817",74.0,88.0
2003,Cleveland Indians,"1,727,001","21,321",68.0,94.0
2003,Florida Marlins,"1,303,214","16,290",91.0,71.0
2003,Houston Astros,"2,455,241","30,312",87.0,75.0
2003,Kansas City Royals,"1,779,895","22,819",83.0,79.0
2003,Detroit Tigers,"1,368,245","17,103",43.0,119.0
2003,Arizona Diamondbacks,"2,805,542","34,636",84.0,78.0
2003,Atlanta Braves,"2,401,084","30,393",101.0,61.0
2003,Anaheim Angels,"3,061,094","37,791",77.0,85.0
2003,Milwaukee Brewers,"1,700,354","20,992",68.0,94.0
2003,Los Angeles Dodgers,"3,138,696","38,749",85.0,77.0
2003,Baltimore Orioles,"2,454,523","30,303",71.0,91.0
2003,Boston Red Sox,"2,724,165","33,632",95.0,67.0
2003,Chicago Cubs,"2,962,630","37,033",88.0,74.0
2003,Chicago White Sox,"1,939,594","23,946",86.0,76.0
2003,Cincinnati Reds,"2,355,259","29,077",69.0,93.0
2003,San Diego Padres,"2,030,084","25,063",64.0,98.0
2003,Pittsburgh Pirates,"1,636,751","20,984",75.0,87.0
2003,Philadelphia Phillies,"2,259,948","28,974",86.0,76.0
2003,Oakland Athletics,"2,216,596","27,365",96.0,66.0
2003,New York Yankees,"3,460,600","42,723",101.0,61.0
2003,Tampa Bay Devil Rays,"1,058,695","13,070",63.0,99.0
2003,San Francisco Giants,"3,264,898","40,307",100.0,61.0
2003,Seattle Mariners,"3,267,509","40,340",93.0,69.0
2003,Texas Rangers,"2,094,394","25,857",71.0,91.0
2003,Toronto Blue Jays,"1,799,818","22,220",86.0,76.0
2003,St. Louis Cardinals,"2,910,386","35,931",85.0,77.0
2003,Minnesota Twins,"1,946,011","24,025",90.0,72.0
2004,Anaheim Angels,"3,375,677","41,675",92.0,70.0
2004,Arizona Diamondbacks,"2,519,560","31,106",51.0,111.0
2004,Boston Red Sox,"2,837,304","35,028",98.0,64.0
2004,Baltimore Orioles,"2,744,013","34,300",78.0,84.0
2004,Pittsburgh Pirates,"1,583,031","21,107",72.0,89.0
2004,Seattle Mariners,"2,940,731","36,305",63.0,99.0
2004,San Francisco Giants,"3,256,854","40,208",91.0,71.0
2004,Philadelphia Phillies,"3,250,092","40,626",86.0,76.0
2004,Milwaukee Brewers,"2,062,382","25,462",67.0,94.0
2004,Houston Astros,"3,087,872","38,122",92.0,70.0
2004,San Diego Padres,"3,016,752","37,244",87.0,75.0
2004,Toronto Blue Jays,"1,900,041","23,457",67.0,94.0
2004,St. Louis Cardinals,"3,048,427","37,635",105.0,57.0
2004,Tampa Bay Devil Rays,"1,274,911","16,138",70.0,91.0
2004,Texas Rangers,"2,513,685","31,819",89.0,73.0
2004,Minnesota Twins,"1,911,490","23,599",92.0,70.0
2004,Oakland Athletics,"2,201,516","27,179",91.0,71.0
2004,Montreal Expos,"748,550","9,357",67.0,95.0
2004,New York Yankees,"3,775,292","47,789",101.0,61.0
2004,New York Mets,"2,318,321","28,979",71.0,91.0
2004,Florida Marlins,"1,723,105","22,091",83.0,79.0
2004,Detroit Tigers,"1,917,004","23,963",72.0,90.0
2004,Kansas City Royals,"1,661,478","21,031",58.0,104.0
2004,Los Angeles Dodgers,"3,488,283","43,065",93.0,69.0
2004,Chicago White Sox,"1,930,537","24,437",83.0,79.0
2004,Cincinnati Reds,"2,287,250","28,238",76.0,86.0
2004,Cleveland Indians,"1,814,401","22,400",80.0,82.0
2004,Colorado Rockies,"2,338,069","29,596",68.0,94.0
2004,Chicago Cubs,"3,170,154","39,138",89.0,73.0
2004,Atlanta Braves,"2,322,565","29,400",96.0,66.0
2005,San Diego Padres,"2,869,787","35,429",82.0,80.0
